,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,matches,company,COMPANY NAME,CITY,STATE,OWNER/MAKER
121,911,Blue Bandana,U.S.A.,2012,Guatemala,Guatemala,0.7,"3- B,S,C","chewy, complex,black pepper",3.5,"('Blue Bandana (closed)', 90)",Blue Bandana (closed),Blue Bandana (closed),Burlington,Vermont,Eric Lampman
122,911,Blue Bandana,U.S.A.,2012,Madagascar,Madagascar,0.7,"3- B,S,C","gritty, tart red berry,powerful",3.75,"('Blue Bandana (closed)', 90)",Blue Bandana (closed),Blue Bandana (closed),Burlington,Vermont,Eric Lampman
123,1740,Blue Bandana,U.S.A.,2016,Madagascar,"Akesson's E., Sambirano V.",0.82,"2- B,S","sandy, tart, sour, sweet",3.5,"('Blue Bandana (closed)', 90)",Blue Bandana (closed),Blue Bandana (closed),Burlington,Vermont,Eric Lampman
124,1752,Blue Bandana,U.S.A.,2016,Guatemala,Lachua,0.75,"2- B,S","roasty, coffee, earthy",2.75,"('Blue Bandana (closed)', 90)",Blue Bandana (closed),Blue Bandana (closed),Burlington,Vermont,Eric Lampman
125,1752,Blue Bandana,U.S.A.,2016,Tanzania,Kokoa Kamili,0.75,"2- B,S","bready, melon",3.5,"('Blue Bandana (closed)', 90)",Blue Bandana (closed),Blue Bandana (closed),Burlington,Vermont,Eric Lampman
126,1756,Blue Bandana,U.S.A.,2016,Dominican Republic,Zorzal Reserva,0.75,"2- B,S","astringent, sour, coffee",3.0,"('Blue Bandana (closed)', 90)",Blue Bandana (closed),Blue Bandana (closed),Burlington,Vermont,Eric Lampman
127,1996,Boho,U.S.A.,2017,Belize,Maya Mtn,0.7,"3- B,S,C",pungent off flavor,2.75,"('BOHO', 100)",BOHO,BOHO,Florence,Massachusetts,Charlie Burke
128,1267,Bowler Man,U.S.A.,2014,Belize,Maya Mountain,0.7,,"sandy, vanilla, candy-like",2.75,"('Bowler Man', 100)",Bowler Man,Bowler Man,Michigan City,Indiana,Michael and Amanda Joyner
129,1271,Bowler Man,U.S.A.,2014,Dominican Republic,Conacado,0.7,,"gritty, sweet, mild coffee",2.75,"('Bowler Man', 100)",Bowler Man,Bowler Man,Michigan City,Indiana,Michael and Amanda Joyner
130,2096,Brasstown,U.S.A.,2018,Bolivia,"Wild Bolivia, Sucre",0.7,"3- B,S,C","nuts, fruit",4.0,"(""Brasstown aka It's Chocolate"", 90)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
131,2194,Brasstown,U.S.A.,2018,Peru,Ucayali,0.7,"3- B,S,C","sweet, rich mocha, acidic",3.75,"(""Brasstown aka It's Chocolate"", 90)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
132,2254,Brasstown,U.S.A.,2018,Ecuador,Esmeraldas,0.75,"3- B,S,C","balanced, floral, honey",3.5,"(""Brasstown aka It's Chocolate"", 90)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
133,2542,Brasstown,U.S.A.,2021,Tanzania,Kokoa Kamili,0.62,"3- B,S,C","very sweet, melon, caramel",3.0,"(""Brasstown aka It's Chocolate"", 90)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
134,1125,Brasstown aka It's Chocolate,U.S.A.,2013,Dominican Republic,Cooproagro,0.72,"5- B,S,C,V,L","oily, vanilla, caramel, dairy",3.0,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
135,1125,Brasstown aka It's Chocolate,U.S.A.,2013,Ecuador,"Camino Verde, Guayas",0.7,"5- B,S,C,V,L","intense, alocohol, floral",3.25,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
136,1129,Brasstown aka It's Chocolate,U.S.A.,2013,Ghana,"Ghana, batch 021813",0.75,"5- B,S,C,V,L","fatty, brownie, nutty",3.5,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
137,1129,Brasstown aka It's Chocolate,U.S.A.,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",0.85,"5- B,S,C,V,L","intense, cooked banana",3.5,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
138,1255,Brasstown aka It's Chocolate,U.S.A.,2014,Belize,Maya Mountain,0.7,"3- B,S,C","intense, cocoa, complex",3.75,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
139,1355,Brasstown aka It's Chocolate,U.S.A.,2014,Venezuela,Chuao,0.7,"3- B,S,C","intense, raisins, roasty",4.0,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
140,1462,Brasstown aka It's Chocolate,U.S.A.,2015,Dominican Republic,"Conacado, batch 001515",0.68,"3- B,S,C","complex, brownie, lime, rich",3.75,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
141,1868,Brasstown aka It's Chocolate,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov.",0.7,"3- B,S,C","nutty, slight hammy, rich",3.5,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
142,1868,Brasstown aka It's Chocolate,U.S.A.,2016,Nicaragua,"O'payo, Waslala",0.7,"3- B,S,C","simple, rich cocoa",3.75,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
143,1980,Brasstown aka It's Chocolate,U.S.A.,2017,Dominican Republic,Elvesia P.,0.7,"3- B,S,C","earthy, cherries",3.25,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
144,1984,Brasstown aka It's Chocolate,U.S.A.,2017,Ecuador,Manabi,0.75,"3- B,S,C","sandy, floral, honey",3.75,"(""Brasstown aka It's Chocolate"", 100)",Brasstown aka It's Chocolate,Brasstown aka It's Chocolate,Winston-Salem,North Carolina,"Rom Still, Barbara Price"
145,1514,Brazen,U.S.A.,2015,Dominican Republic,Elvesia P.,0.6,"3- B,S,C","roasty, sweet, brownie",3.0,"('Brazen', 100)",Brazen,Brazen,Phoenix,Arizona,Case Coniglio
146,1514,Brazen,U.S.A.,2015,Dominican Republic,Elvesia P.,0.8,"3- B,S,C","bitter, dark berry, fatty",3.25,"('Brazen', 100)",Brazen,Brazen,Phoenix,Arizona,Case Coniglio
147,1514,Brazen,U.S.A.,2015,Guatemala,"Alta Verapaz, 2014, batch 69",0.7,"2- B,S","tart, tea, leather, sour",3.5,"('Brazen', 100)",Brazen,Brazen,Phoenix,Arizona,Case Coniglio
148,1518,Brazen,U.S.A.,2015,Madagascar,Ambolikapiky P.,0.8,"3- B,S,C","bitter, tart, acidic",2.75,"('Brazen', 100)",Brazen,Brazen,Phoenix,Arizona,Case Coniglio
149,1518,Brazen,U.S.A.,2015,Belize,Maya Mountain,0.8,"3- B,S,C","mild smoke, raisins, coffee",3.25,"('Brazen', 100)",Brazen,Brazen,Phoenix,Arizona,Case Coniglio
150,1518,Brazen,U.S.A.,2015,Madagascar,Ambolikapkly P.,0.6,"3- B,S,C","citrus, sweet, cocoa",3.25,"('Brazen', 100)",Brazen,Brazen,Phoenix,Arizona,Case Coniglio
151,1149,Breeze Mill,U.S.A.,2013,Jamaica,Jamaica,0.7,"4- B,S,C,V","chalky, sandy, tart, bland",3.0,"('Breeze Mill (closed)', 90)",Breeze Mill (closed),Breeze Mill (closed),New York,New York,Ari Nadin
152,1181,Bronx Grrl Chocolate,U.S.A.,2013,Dominican Republic,Dominican Republic,0.68,"3- B,S,C","gritty, sweet, brownie",2.75,"('Bronx Grrl Chocolate', 100)",Bronx Grrl Chocolate,Bronx Grrl Chocolate,New York,New York,Regina Monaco
153,1299,Burnt Fork Bend,U.S.A.,2014,Trinidad,"Trinidad, batch 05050114",0.72,"3- B,S,C","high roast, coffee, spicy",3.25,"('Burnt Fork Bend', 100)",Burnt Fork Bend,Burnt Fork Bend,Stevensville,Montana,Jennifer Wicke
154,1299,Burnt Fork Bend,U.S.A.,2014,Ecuador,"Mindo, batch 01040914",0.72,"3- B,S,C","floral, mild citrus, orange",3.5,"('Burnt Fork Bend', 100)",Burnt Fork Bend,Burnt Fork Bend,Stevensville,Montana,Jennifer Wicke
155,1303,Burnt Fork Bend,U.S.A.,2014,Belize,Belize,0.72,"3- B,S,C","roasty, fruit, mild metallic",3.25,"('Burnt Fork Bend', 100)",Burnt Fork Bend,Burnt Fork Bend,Stevensville,Montana,Jennifer Wicke
156,1303,Burnt Fork Bend,U.S.A.,2014,Blend,Blend,0.72,"3- B,S,C","coffee, high roast, spicy",3.25,"('Burnt Fork Bend', 100)",Burnt Fork Bend,Burnt Fork Bend,Stevensville,Montana,Jennifer Wicke
157,1323,Burnt Fork Bend,U.S.A.,2014,Ecuador,"Ecuador, Bob Bar",0.6,"3- B,S,C","sweet, sour dairy",2.5,"('Burnt Fork Bend', 100)",Burnt Fork Bend,Burnt Fork Bend,Stevensville,Montana,Jennifer Wicke
158,502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,"Dominican Republic, ""Love Bar""",0.75,"2- B,S","oily, buttery, intense",2.5,"('Cacao Atlanta', 100)",Cacao Atlanta,Cacao Atlanta,Atlanta,Georgia,Kristen Hard
159,502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,Dominican Republic w/ nibs,0.75,"2- B,S","creamy, burnt wood",2.75,"('Cacao Atlanta', 100)",Cacao Atlanta,Cacao Atlanta,Atlanta,Georgia,Kristen Hard
160,600,Cacao Atlanta,U.S.A.,2010,Venezuela,Patanemo,0.75,"2- B,S","over roasted, bitter, nutty",2.25,"('Cacao Atlanta', 100)",Cacao Atlanta,Cacao Atlanta,Atlanta,Georgia,Kristen Hard
161,1215,Cacao Atlanta,U.S.A.,2014,Peru,Tumbes,0.75,"2- B,S","roasty, almost burnt, intense",2.5,"('Cacao Atlanta', 100)",Cacao Atlanta,Cacao Atlanta,Atlanta,Georgia,Kristen Hard
162,2076,Cacao Gonzales,U.S.A.,2018,Venezuela,Chuao,0.7,"2- B,S","poor texture, earthy",3.0,"('Cacao Gonzalez', 93)",Cacao Gonzalez,Cacao Gonzalez,Hunters Creek,Florida,Jessy Pino
163,1860,Cacao Market,U.S.A.,2016,Honduras,"Jutiapa, lot 050916D",0.7,"4- B,S,C,L","deep cocoa, fatty, dairy",3.5,"('Cacao Market', 100)",Cacao Market,Cacao Market,New York,New York,Maribel Lieberman
164,641,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republicm, rustic",0.72,"2- B,S","rustic, sweet, one dimensional",3.0,"('Cacao Prieto', 100)",Cacao Prieto,Cacao Prieto,New York,New York,Daniel Preston
165,641,Cacao Prieto,U.S.A.,2011,Dominican Republic,Dominican Republic,0.66,"2- B,S","creamy,blueberry,black pepper",3.75,"('Cacao Prieto', 100)",Cacao Prieto,Cacao Prieto,New York,New York,Daniel Preston
166,647,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republic, rustic",0.65,"2- B,S","rustic, gritty, sweet, fruit",3.25,"('Cacao Prieto', 100)",Cacao Prieto,Cacao Prieto,New York,New York,Daniel Preston
167,991,Cacao Prieto,U.S.A.,2012,Dominican Republic,"Criollo, Dominican Republic",0.72,"2- B,S","oily, cherry, rich cocoa",3.75,"('Cacao Prieto', 100)",Cacao Prieto,Cacao Prieto,New York,New York,Daniel Preston
168,2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Dominican Republic,"Zorzal Reserve, Hispaniola, batch 239",0.72,"4- B,S,C,V","cocoa butter dominates, cocoa",2.75,"('Cacao Santa Fe (aka Art of Chocolate)', 95)",Cacao Santa Fe (aka Art of Chocolate),Cacao Santa Fe (aka Art of Chocolate),Santa Fe,New Mexico,"Melanie Boudar, Mark Sciscenti, Derek Lanter"
169,2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Peru,Ucayali,0.72,"4- B,S,C,V","intense,sweet,vanilla dominate",2.75,"('Cacao Santa Fe (aka Art of Chocolate)', 95)",Cacao Santa Fe (aka Art of Chocolate),Cacao Santa Fe (aka Art of Chocolate),Santa Fe,New Mexico,"Melanie Boudar, Mark Sciscenti, Derek Lanter"
170,2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Ecuador,Costa Esmeraldas,0.72,"4- B,S,C,V","cocoa base, sweet, earthy",3.0,"('Cacao Santa Fe (aka Art of Chocolate)', 95)",Cacao Santa Fe (aka Art of Chocolate),Cacao Santa Fe (aka Art of Chocolate),Santa Fe,New Mexico,"Melanie Boudar, Mark Sciscenti, Derek Lanter"
171,1804,Cao,U.S.A.,2016,Venezuela,Porcelana,0.75,"3- B,S,C","nutty, burnt, fuel",2.5,"('Altus aka Cao Artisan', 90)",Altus aka Cao Artisan,Altus aka Cao Artisan,Bedford,Virginia,Carl and Mary Matice
172,1804,Cao,U.S.A.,2016,Tanzania,Tanzania,0.73,"3- B,S,C","sweet, acidic, fatty",2.75,"('Altus aka Cao Artisan', 90)",Altus aka Cao Artisan,Altus aka Cao Artisan,Bedford,Virginia,Carl and Mary Matice
173,1804,Cao,U.S.A.,2016,Venezuela,"Porcelana, Batch 5163",0.7,"3- B,S,C",strong nutty with off notes,3.0,"('Altus aka Cao Artisan', 90)",Altus aka Cao Artisan,Altus aka Cao Artisan,Bedford,Virginia,Carl and Mary Matice
174,1808,Cao,U.S.A.,2016,Bolivia,Bolivia,0.75,"3- B,S,C","sandy, bold, cherry",3.0,"('Altus aka Cao Artisan', 90)",Altus aka Cao Artisan,Altus aka Cao Artisan,Bedford,Virginia,Carl and Mary Matice
175,1808,Cao,U.S.A.,2016,Brazil,Brazil,0.7,"3- B,S,C","dairy, chocolate, mild fruit",3.25,"('Altus aka Cao Artisan', 90)",Altus aka Cao Artisan,Altus aka Cao Artisan,Bedford,Virginia,Carl and Mary Matice
176,2626,CAR Artisan,U.S.A.,2021,Nicaragua,"La Colonia, batch 5",0.7,"3- B,S,C","burnt blueberry, off",3.0,"('CAR Artisan', 100)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
177,2626,CAR Artisan,U.S.A.,2021,Tanzania,"Kokoa Kamili, batch 9",0.7,"3- B,S,C","unusually tart, nutty",3.25,"('CAR Artisan', 100)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
178,2630,CAR Artisan,U.S.A.,2021,Peru,"Ucayali, batch 12",0.7,"3- B,S,C","intense, cooked black licorice",3.25,"('CAR Artisan', 100)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
179,2630,CAR Artisan,U.S.A.,2021,Mexico,"Soconusco, batch 2",0.7,"3- B,S,C","strong tobacco, grassy",3.25,"('CAR Artisan', 100)",CAR Artisan,CAR Artisan,Pasadena,California,Haris Car
180,2154,Casa,U.S.A.,2018,Blend,"Ecuador, Vietnam",0.75,"2- B,S","off notes, vanilla",2.0,"('Casa Chocolates', 90)",Casa Chocolates,Casa Chocolates,San Antonio,Texas,Brian Mikiten
181,1101,Castronovo,U.S.A.,2013,Bolivia,"Bolivia, batch 166",0.7,"3- B,S,C","sandy, tobacco, molasses",3.0,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
182,1101,Castronovo,U.S.A.,2013,Dominican Republic,"Conacado, batch 161",0.73,"2- B,S","sandy, mild intensity, fruit",3.5,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
183,1105,Castronovo,U.S.A.,2013,Peru,"San Martin, batch 155",0.7,"3- B,S,C","sandy, fruity, acidic, metallic",2.5,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
184,1105,Castronovo,U.S.A.,2013,Venezuela,"Guaniamo, Amazonas, batch 159",0.7,"3- B,S,C","sandy, nutty, cocoa",3.25,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
185,1109,Castronovo,U.S.A.,2013,Nicaragua,"Nicaragua, batch 164",0.72,"3- B,S,C","sandy, molasses, spice",3.25,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
186,1153,Castronovo,U.S.A.,2013,Peru,"Tumbes, batch 176",0.7,"3- B,S,C","molasses, cocoa",2.75,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
187,1153,Castronovo,U.S.A.,2013,Venezuela,"Guaniamo, batch 173",0.72,"3- B,S,C",mild metallic and spice,3.0,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
188,1347,Castronovo,U.S.A.,2014,Colombia,"Sierra Nevada, batch 1",0.72,"3- B,S,C","caramel, molasses, fruit",3.5,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
189,1371,Castronovo,U.S.A.,2014,Colombia,"Arauca, batch 280",0.76,"3- B,S,C","caramel, sweet, delicate",3.5,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
190,1407,Castronovo,U.S.A.,2014,Dominican Republic,Elvesia P.,0.7,"3- B,S,C","soapy, earthy",2.75,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
191,1570,Castronovo,U.S.A.,2015,Honduras,"the lost city, gracias a dias, batch 362",0.72,"3- B,S,C","roasty, black pepper, nutty",3.5,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
192,1570,Castronovo,U.S.A.,2015,Dominican Republic,"Duarte, Batch 360",0.7,"3- B,S,C","med roast, grassy, dried fruit",3.75,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
193,1574,Castronovo,U.S.A.,2015,Venezuela,"Piaroa, Amazonas, Batch 350",0.72,"3- B,S,C","nutty, floral, roasty",3.5,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
194,1724,Castronovo,U.S.A.,2016,Belize,"Maya Mtn, Batch 454, Heirloom",0.72,"3- B,S,C","bright fruit, molasses, nutty",4.0,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
195,1956,Castronovo,U.S.A.,2017,Venezuela,"Patanemo, batch 539",0.7,"2- B,S","nutty, roasty, caramel",3.25,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
196,2314,Castronovo,U.S.A.,2019,Mexico,"Xoconusco, criollo, batch 834",0.7,"3- B,S,C","smooth, caramel, dried fruit",3.75,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
197,2354,Castronovo,U.S.A.,2019,Puerto Rico,Puerto Rico,0.7,"3- B,S,C","smooth, mellow, floral",3.5,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
198,2554,Castronovo,U.S.A.,2021,Peru,"Valle de Los Rios, batch 990",0.7,"3- B,S,C","complex, strawberry, floral",4.0,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
199,2688,Castronovo,U.S.A.,2021,Venezuela,"Chuao, batch 1089",0.72,"3- B,S,C","mild strawberry, cocoa, acidic",4.0,"('Castronovo', 100)",Castronovo,Castronovo,Stuart,Florida,Denise Castronovo
200,1247,Cello,U.S.A.,2014,Ecuador,Ecuador,0.7,"3- B,S,C","burnt rubber, leather",2.5,"('Cello', 100)",Cello,Cello,Nevada City,California,Ned and Debi Russell
201,1247,Cello,U.S.A.,2014,Peru,Peru,0.7,"3- B,S,C","mild fruit, off notes",2.75,"('Cello', 100)",Cello,Cello,Nevada City,California,Ned and Debi Russell
202,1251,Cello,U.S.A.,2014,Venezuela,Venezuela,0.7,"3- B,S,C","nutty, roasty, smokey",2.75,"('Cello', 100)",Cello,Cello,Nevada City,California,Ned and Debi Russell
203,1251,Cello,U.S.A.,2014,Bolivia,Bolivia,0.7,"3- B,S,C","creamy, woody, slight cherry",3.0,"('Cello', 100)",Cello,Cello,Nevada City,California,Ned and Debi Russell
204,1900,Charm School,U.S.A.,2016,Belize,Maya Mtn,0.7,"3- B,S,C","slightly metallic, woody, berry",3.25,"('Charm School (closed)', 90)",Charm School (closed),Charm School (closed),Baltimore,Maryland,Joshua Rosen
205,1235,Chequessett,U.S.A.,2014,Costa Rica,la Amistad,0.7,"3- B,S,C","green, leafy",3.5,"('Chequessett', 100)",Chequessett,Chequessett,North Truro,Massachusetts,"Katherine Reed, Josiah Mayo"
206,2202,Chequessett,U.S.A.,2018,Peru,Ucayali River,0.72,"3- B,S,C","spicy, chocolatey, atypical",3.0,"('Chequessett', 100)",Chequessett,Chequessett,North Truro,Massachusetts,"Katherine Reed, Josiah Mayo"
207,2422,Chequessett,U.S.A.,2019,Ecuador,Costa Esmeraldas,0.72,"3- B,S,C","sl. chalky, floral, pure",3.5,"('Chequessett', 100)",Chequessett,Chequessett,North Truro,Massachusetts,"Katherine Reed, Josiah Mayo"
208,2668,Chequessett,U.S.A.,2021,Colombia,Tumaco Narino,0.83,"3- B,S,C","early fruit, earthy, alcohol",3.25,"('Chequessett', 100)",Chequessett,Chequessett,North Truro,Massachusetts,"Katherine Reed, Josiah Mayo"
209,2668,Chequessett,U.S.A.,2021,Dominican Republic,"Dominican Republic, ""Provincetown Dark""",0.69,"3- B,S,C","dried fruit, banana, sweet, vanilla",3.25,"('Chequessett', 100)",Chequessett,Chequessett,North Truro,Massachusetts,"Katherine Reed, Josiah Mayo"
210,647,Chocola'te,U.S.A.,2011,Madagascar,Madagascar,0.7,"2- B,S","mild, fruity then nutty",3.75,"(""Chocol'ate"", 90)",Chocol'ate,Chocol'ate,Old Bisbee,Arizona,Gordon Terpening
211,647,Chocola'te,U.S.A.,2011,Venezuela,Venezuela,0.68,"2- B,S","mild, earthy, grassy",3.75,"(""Chocol'ate"", 90)",Chocol'ate,Chocol'ate,Old Bisbee,Arizona,Gordon Terpening
212,1772,Chocolate Alchemist-Philly,U.S.A.,2016,Peru,"Tumbes, ""Zarumilla""",0.9,"2- B,S*","sticky, bitter, molasses, tart",2.5,"('Chocolate Alchemist', 95)",Chocolate Alchemist,Chocolate Alchemist,Philadelphia,Pennsylvania,Robert Campbell
213,1772,Chocolate Alchemist-Philly,U.S.A.,2016,Blend,"Philly Blend, 5 plantations",0.8,"2- B,S*","sticky, coconut, sour, bitter",2.5,"('Chocolate Alchemist', 95)",Chocolate Alchemist,Chocolate Alchemist,Philadelphia,Pennsylvania,Robert Campbell
214,1760,Chocolate Con Amor,U.S.A.,2016,Bolivia,Wild Bolivian,0.7,"2- B,S","gritty, molasses, earthy",2.5,"('Chocolate Con Amor', 100)",Chocolate Con Amor,Chocolate Con Amor,Berryville,Virginia,Dan Lantonio
215,1760,Chocolate Con Amor,U.S.A.,2016,Uganda,Uganda,0.7,"2- B,S","roasty, cocoa, molasses",2.75,"('Chocolate Con Amor', 100)",Chocolate Con Amor,Chocolate Con Amor,Berryville,Virginia,Dan Lantonio
216,1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,0.6,"2- B,S","gritty, sweet, molasses",3.0,"('Chocolate Con Amor', 100)",Chocolate Con Amor,Chocolate Con Amor,Berryville,Virginia,Dan Lantonio
217,1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,0.75,"2- B,S","sandy, rich, roasty, earthy",3.0,"('Chocolate Con Amor', 100)",Chocolate Con Amor,Chocolate Con Amor,Berryville,Virginia,Dan Lantonio
218,1764,Chocolate Con Amor,U.S.A.,2016,Venezuela,Ocumare,0.8,"2- B,S","gritty, nutty, caramel",3.0,"('Chocolate Con Amor', 100)",Chocolate Con Amor,Chocolate Con Amor,Berryville,Virginia,Dan Lantonio
219,1764,Chocolate Con Amor,U.S.A.,2016,Ecuador,Ecuador,0.7,"2- B,S","molasses, tart, floral",3.25,"('Chocolate Con Amor', 100)",Chocolate Con Amor,Chocolate Con Amor,Berryville,Virginia,Dan Lantonio
220,1768,Chocolate Con Amor,U.S.A.,2016,Nicaragua,Nicaragua,0.8,"2- B,S","nutty, roasty, bitter",2.75,"('Chocolate Con Amor', 100)",Chocolate Con Amor,Chocolate Con Amor,Berryville,Virginia,Dan Lantonio
221,1259,Chocolate Conspiracy,U.S.A.,2014,Peru,Peru,0.74,"3- B,S*,C","unrefined, odd, vegetal",2.75,"('Chocolate Conspiracy', 100)",Chocolate Conspiracy,Chocolate Conspiracy,Salt Lake City,Utah,AJ Wentworth
222,2134,Chocolates by Josh (Box Chocolate),U.S.A.,2018,Dominican Republic,Zorzal,0.72,"3- B,S,C","spicy, banana",3.25,"('Chocolates by Josh (aka Box Chocolates)', 93)",Chocolates by Josh (aka Box Chocolates),Chocolates by Josh (aka Box Chocolates),Boise,Idaho,Joshua Parker
223,2080,Chocolibrium,U.S.A.,2018,India,"Anamalai, Tamil Nadu",0.63,"3- B,S,C","sandy, tart, ham, sweet",2.5,"('Chocolibrium', 100)",Chocolibrium,Chocolibrium,Annapolis,Maryland,Snigda Kanchi
224,2080,Chocolibrium,U.S.A.,2018,Guatemala,"Monte Grande Plantation, Coatepeque",0.76,"2- B,S","high astringent, fruit, roasty",2.75,"('Chocolibrium', 100)",Chocolibrium,Chocolibrium,Annapolis,Maryland,Snigda Kanchi
225,2080,Chocolibrium,U.S.A.,2018,Peru,Ucayali,0.7,"2- B,S","sandy, sweet",2.75,"('Chocolibrium', 100)",Chocolibrium,Chocolibrium,Annapolis,Maryland,Snigda Kanchi
